,City,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind
37,Tuatapere,-46.1333,167.6833,284.59,90,100,4.12
38,New Norfolk,-42.7826,147.0587,288.99,56,11,0.45
39,Northam,51.0333,-4.2167,272.63,72,98,4.47
40,Ukiah,39.1502,-123.2078,289.16,34,90,4.12
41,Buguruslan,53.6554,52.442,252.97,89,83,2.23
42,Albany,42.6001,-73.9662,268.09,73,96,1.39
43,Carnarvon,-24.8667,113.6333,297.15,94,75,8.75
44,Ola,59.5833,151.2833,266.14,93,100,12.78
45,Hermanus,-34.4187,19.2345,290.37,91,14,4.08
46,Sobolevo,54.4299,31.8996,257.12,94,86,3.53
47,Manzanillo,20.3433,-77.1167,299.13,69,100,1.53
48,Saint George,37.1041,-113.5841,289.56,21,20,1.54
49,Tasiilaq,65.6145,-37.6368,263.15,67,90,5.66
50,Ribeira Grande,38.5167,-28.7,288.74,86,100,3.18
51,Sitka,57.0531,-135.33,265.15,45,1,7.72
52,Anadyr,64.75,177.4833,259.15,51,45,7.0
53,Moscow,55.7522,37.6156,260.03,78,90,6.0
54,Clyde River,70.4692,-68.5914,255.15,92,20,2.57
55,Brewster,41.3973,-73.6171,269.83,86,90,1.92
56,Mar del Plata,-38.0023,-57.5575,291.92,82,75,6.17
57,Salinópolis,-0.6136,-47.3561,299.55,86,100,4.85
58,Naze,28.3667,129.4833,287.15,72,75,2.06
59,Flinders,-34.5833,150.8552,292.04,89,97,0.45
60,Alofi,-19.0595,-169.9187,302.15,79,75,4.12
61,Caravelas,-17.7125,-39.2481,296.77,87,96,2.4
62,Kampot,10.6167,104.1833,296.73,94,20,1.03
63,Port-Gentil,-0.7193,8.7815,300.15,94,20,3.58
64,Lata,40.1629,-8.3327,285.34,92,62,5.36
65,Ambon City,-3.6954,128.1814,299.15,89,20,2.57
66,Bethel,41.3712,-73.414,269.75,91,100,1.55
67,Mataura,-46.1927,168.8643,283.82,91,100,2.74
68,Vila Velha,-20.3297,-40.2925,296.17,94,40,2.78
69,Avarua,-21.2078,-159.775,303.15,70,40,1.54
70,Ust-Nera,64.5667,143.2,254.33,83,59,2.81
71,Rikitea,-23.1203,-134.9692,299.14,70,40,2.25
72,Bluff,-46.6,168.3333,285.21,91,100,6.75
73,Puerto Ayora,-0.7393,-90.3518,300.3,74,40,6.17
74,Pangody,65.85,74.4859,240.79,85,60,4.13
75,Soe,-9.8607,124.284,294.26,95,100,1.3
76,Yulara,-25.2406,130.9889,303.15,58,20,4.63
77,Lompoc,34.6391,-120.4579,285.22,71,1,6.69
78,Iqaluit,63.7506,-68.5145,257.09,85,20,0.43
79,Marovoay,-16.1,46.6333,297.15,94,20,2.06
80,Alice Town,25.7167,-79.3,297.53,82,2,2.5
81,Alice Springs,-23.7,133.8833,302.15,61,52,3.09
82,Mahébourg,-20.4081,57.7,298.15,83,40,4.43
83,Torbay,47.6666,-52.7314,272.33,93,90,13.89
84,Kysyl-Syr,63.8986,122.7617,241.02,84,35,3.59
85,Along,28.1667,94.7667,282.72,61,5,0.66
86,Rawson,-43.3002,-65.1023,295.03,43,100,11.71
87,Balkanabat,39.5108,54.3671,283.45,67,0,1.56
88,Port Hedland,-20.3167,118.5667,301.15,78,60,3.6
89,Vaini,-21.2,-175.2,298.15,100,90,9.77
90,Distrikt Brokopondo,4.75,-55.1667,299.05,71,68,5.79
91,Teya,60.3778,92.6267,252.87,86,100,4.3
92,Khilok,51.3674,110.4676,263.07,90,100,1.35
93,Longyearbyen,78.2186,15.6401,264.15,86,75,1.03
94,Narsaq,60.9167,-46.05,274.15,29,20,16.46
95,Atuona,-9.8,-139.0333,299.56,73,47,7.84
96,Khatanga,71.9667,102.5,246.77,84,0,3.61
97,Qaanaaq,77.484,-69.3632,263.34,73,0,1.12
98,Weligama,5.9667,80.4167,295.97,89,76,1.75
99,Ferme-Neuve,46.7001,-75.4493,265.15,67,100,1.54
100,Nikolskoye,59.7035,30.7861,254.92,84,100,1.0
101,Barrow,71.2906,-156.7887,241.15,68,1,7.2
102,Vardø,70.3705,31.1107,265.15,86,75,6.69
103,Ati,13.2154,18.3353,293.97,20,0,5.73
104,Palmer,42.1584,-72.3287,268.78,86,90,1.65
105,Gouré,13.9835,10.2704,293.57,21,0,3.4
106,Storforshei,66.4043,14.5233,258.18,85,0,1.54
107,Fortuna,40.5982,-124.1573,284.98,87,40,4.12
108,Santa Rosa del Sur,7.9644,-74.0544,299.96,63,87,1.56
109,Port Alfred,-33.5906,26.891,293.15,94,20,0.45
110,Auki,-8.7676,160.7034,301.25,80,18,4.57
111,Adeje,28.1227,-16.726,289.5,68,75,2.57
112,Zemio,5.0314,25.1361,292.33,26,91,1.14
113,Pangnirtung,66.1451,-65.7125,257.15,92,1,1.97
114,Saldanha,-33.0117,17.9442,292.15,77,0,6.69
115,Cradock,-32.1642,25.6192,291.53,79,0,2.01
116,Ponta do Sol,32.6667,-17.1,285.56,70,67,0.89
117,Poso,-1.3959,120.7524,299.44,75,72,1.55
118,Galle,6.0367,80.217,296.89,85,83,1.45
119,Chui,-33.6971,-53.4616,292.91,86,0,3.02
120,Pevek,69.7008,170.3133,252.31,73,0,0.74
121,Padang,-0.9492,100.3543,297.15,94,20,0.51
122,Xining,36.6167,101.7667,270.21,68,22,0.87
123,Sola,-13.8833,167.55,301.05,70,95,1.32
124,Vytegra,61.0064,36.4481,252.78,91,17,1.28
125,Toamasina,-18.1667,49.3833,298.15,94,75,1.54
126,Kargil,34.5667,76.1,259.93,90,90,0.32
127,Cap Malheureux,-19.9842,57.6142,297.04,82,6,1.34
128,São João da Barra,-21.6403,-41.0511,296.51,88,70,2.81
129,Pisco,-13.7,-76.2167,297.19,69,0,9.77
130,Juneau,58.3019,-134.4197,259.15,33,20,8.75
131,Port Elizabeth,-33.918,25.5701,292.15,94,0,2.57
132,Cabo San Lucas,22.8909,-109.9124,296.29,60,1,6.69
133,Panguna,-6.3164,155.4848,299.37,78,79,1.22
134,Hong Kong,22.2855,114.1577,289.11,87,89,0.89
135,Mwinilunga,-11.7358,24.4293,290.9,96,100,2.42
136,Kuopio,62.8924,27.677,257.15,85,90,1.54
137,Lazarev,52.225,141.5131,257.29,91,100,4.15
138,Chebsara,59.2002,38.8356,260.15,85,90,1.0
139,Kapit,2.0167,112.9333,295.97,95,98,0.21
140,Flin Flon,54.7682,-101.865,246.15,63,90,3.6
141,Kaitangata,-46.2817,169.8464,286.48,87,100,1.34
142,Kiryat Gat,31.61,34.7642,286.03,82,0,1.54
143,Ilulissat,69.2167,-51.1,265.15,49,0,2.06
144,Avera,33.194,-82.5271,290.22,94,90,1.41
145,Tommot,58.9564,126.2925,251.91,89,99,0.5
146,Abhā,18.2164,42.5053,281.62,87,0,1.39
147,Alta Floresta,-9.8756,-56.0861,296.53,91,100,0.6
148,Linxia Chengguanzhen,35.6003,103.2064,273.34,80,0,0.63
149,Bud,39.447,-86.1758,268.71,78,100,2.88
150,Kimbe,-5.5502,150.1429,301.32,77,100,0.32
151,Comodoro Rivadavia,-45.8667,-67.5,297.15,53,0,3.09
152,Pacific Grove,36.6177,-121.9166,285.73,76,1,2.06
153,Batagay-Alyta,67.8006,130.4114,247.48,77,99,0.31
154,San Cristobal,7.7669,-72.225,302.15,61,40,5.14
155,Quatre Cocos,-20.2078,57.7625,297.57,83,40,4.39
156,Norman Wells,65.282,-126.8329,236.15,67,20,4.12
157,Kavieng,-2.5744,150.7967,302.17,75,100,4.43
158,Qasigiannguit,68.8193,-51.1922,265.15,49,0,2.06
159,Cachoeirinha,-29.9511,-51.0939,295.76,88,20,6.17
160,Taldan,53.6667,124.8,252.87,92,16,0.13
161,Jalcocotán,21.4667,-105.1167,300.15,44,1,3.09
162,Chapais,49.7834,-74.8492,258.15,92,90,1.54
163,Lavrentiya,65.5833,-171.0,249.37,80,0,6.47
164,Xinan,26.72,119.8556,283.23,89,100,3.28
165,Saskylakh,71.9167,114.0833,241.76,83,0,3.78
166,Oyugis,-0.509,34.7358,293.66,71,98,1.27
167,Key Largo,25.0865,-80.4473,297.4,91,14,3.36
168,Lere,10.387,8.5726,292.89,23,91,1.79
169,Guasdualito,7.2424,-70.7324,301.95,56,61,1.78
170,Quilpué,-33.045,-71.4494,292.49,73,0,3.09
171,Rodolfo Sánchez Taboada,31.7167,-116.5667,287.59,77,99,1.79
172,Broken Hill,-31.95,141.4333,302.15,24,0,3.09
173,Lorengau,-2.0226,147.2712,301.79,76,100,2.22
174,Provideniya,64.3833,-173.3,255.15,65,0,12.0
175,Maragogi,-9.0122,-35.2225,299.03,75,13,2.7
176,Bindki,26.0333,80.6,286.73,61,100,0.53
177,Progreso,21.2833,-89.6667,301.04,61,40,8.23
178,East London,-33.0153,27.9116,294.78,81,0,1.39
179,Yumen,40.2833,97.2,272.9,78,44,7.18
180,Tual,-5.6667,132.75,301.8,77,97,8.08
181,Bengkulu,-3.8004,102.2655,297.16,86,98,2.04
182,Zhigansk,66.7697,123.3711,240.59,83,0,0.52
183,Rio Grande,-32.035,-52.0986,294.82,83,7,6.38
184,San Ramon,37.7799,-121.978,288.02,44,75,4.12
185,Bilwang,10.8834,124.4667,299.35,81,83,1.45
186,Yar-Sale,66.8333,70.8333,243.82,87,12,5.03
187,Port Blair,11.6667,92.75,296.11,69,7,4.81
188,Husavik,66.0449,-17.3389,268.15,93,90,1.54
189,Touros,-5.1989,-35.4608,301.15,74,40,5.66
190,São José da Coroa Grande,-8.8978,-35.1478,299.16,74,12,2.84
191,Isangel,-19.55,169.2667,303.15,66,40,3.6
192,Olhão,37.0286,-7.8411,288.15,94,40,6.69
193,Katsuura,35.1333,140.3,278.41,38,75,3.09
194,Strezhevoy,60.7333,77.5889,246.15,76,90,2.0
195,Makakilo City,21.3469,-158.0858,297.76,41,20,5.14
196,Ajdabiya,30.7554,20.2263,289.65,32,0,3.44
197,Farsund,58.0948,6.8047,268.14,60,92,7.37
198,Tumpat,6.1978,102.171,296.6,94,20,1.5
199,Sørland,67.667,12.6934,272.5,81,4,7.33
200,Sergeevka,53.88,67.4158,244.71,86,98,4.59
201,Guangming,45.3333,122.7833,262.78,93,70,1.84
202,Port Macquarie,-31.4333,152.9167,291.15,94,90,4.12
203,Woodstock,43.1334,-80.7497,263.68,67,91,1.03
204,Muros,42.7762,-9.0603,283.61,82,97,1.34
205,Jingjiang,32.0142,120.2625,279.26,88,100,2.41
206,Mount Gambier,-37.8333,140.7667,294.15,64,0,2.57
207,Wertheim am Main,49.7575,9.5094,262.6,85,31,2.19
208,Dali,25.7,100.1833,276.21,82,0,0.54
209,Vanimo,-2.6741,141.3028,300.77,76,55,1.59
210,Bathsheba,13.2167,-59.5167,298.15,69,40,7.2
211,Newport,51.5877,-2.9984,271.61,81,68,10.72
212,Taltal,-25.4,-70.4833,293.59,69,29,2.89
213,Vostok,46.4856,135.8833,253.2,92,100,1.94
214,Alipur,29.3846,70.9116,288.03,35,0,3.95
215,Petropavlovsk-Kamchatskiy,53.0452,158.6483,270.15,100,90,2.0
216,Butembo,0.15,29.2833,289.54,61,57,1.37
217,Caucaia,-3.7361,-38.6531,301.04,78,40,3.09
218,Nakhon Si Thammarat,8.25,100.0,297.15,100,20,0.96
219,Trairi,-3.2778,-39.2689,298.54,87,100,2.51
220,Basco,20.4487,121.9702,296.14,79,100,10.96
221,Pindwāra,24.8,73.0667,289.7,32,100,0.78
222,Molina,-35.1167,-71.2833,300.74,47,0,4.63
223,Stettler,52.3168,-112.7186,247.15,70,98,7.2
224,Bucyrus,40.8084,-82.9755,265.61,73,90,2.06
225,Lucea,18.451,-78.1736,299.4,74,20,5.66
226,Cherskiy,68.75,161.3,253.29,84,0,1.13
227,Lebu,-37.6167,-73.65,290.83,77,4,5.29
228,Caceres,39.522,-6.3748,282.59,90,40,3.13
229,Kushima,31.4583,131.2333,275.56,65,20,4.12
230,Araxá,-19.5933,-46.9406,297.15,64,90,1.54
231,Ust-Tsilma,65.441,52.1498,249.69,90,100,1.45
232,Oskemen,49.9565,82.6119,251.15,77,12,2.0
233,Bubaque,11.2833,-15.8333,298.72,67,100,7.76
234,Mozarlândia,-14.7447,-50.5706,297.06,85,32,2.35
235,Waingapu,-9.6567,120.2641,299.07,78,100,2.52
236,Sitārganj,28.9333,79.7,288.96,48,100,0.45
237,Hasaki,35.7333,140.8333,275.33,52,40,1.54
238,Marzuq,14.4,46.4667,285.07,63,40,1.69
239,Tanout,14.9709,8.8879,293.39,20,0,5.53
240,Mogadishu,2.0371,45.3438,297.92,78,90,10.48
241,Menongue,-14.6585,17.691,291.81,93,100,1.72
242,Rocha,-34.4833,-54.3333,292.41,88,59,4.6
243,Mbini,1.574,9.6134,299.86,84,27,3.79
244,Srednekolymsk,67.45,153.6833,248.41,88,0,3.51
245,Pochutla,15.7432,-96.4661,303.15,54,20,5.14
246,Canutama,-6.5339,-64.3831,297.19,97,100,0.85
247,Nishihara,26.1842,127.7558,288.62,59,75,2.06
248,Sabirabad,40.0095,48.4752,280.15,81,0,5.14
249,Novaya Lyalya,59.055,60.599,244.21,84,46,1.56
250,Manicoré,-5.8092,-61.3003,297.15,94,20,1.54
251,Arrifes,37.7667,-25.7,289.21,94,75,9.77
252,Dalnegorsk,44.5604,135.5701,258.79,87,10,3.03
253,Bosobolo,4.1833,19.9,295.64,21,61,1.08
254,Tilichiki,60.4667,166.1,262.75,94,100,3.95
255,Lüderitz,-26.6481,15.1594,293.89,66,0,5.63
256,San Juan,-31.5375,-68.5364,297.51,43,82,2.97
257,Dublin,37.7021,-121.9358,287.54,44,75,4.12
258,Luanda,-8.8368,13.2343,299.15,83,75,1.54
259,Mapiripán,2.8892,-72.1256,301.46,68,55,2.36
260,Chokurdakh,70.6333,147.9167,247.71,87,13,1.37
261,Mana,5.6592,-53.7767,298.01,80,65,4.8
262,Grindavik,63.8424,-22.4338,272.15,100,90,4.12
263,Arraial do Cabo,-22.9661,-42.0278,297.12,83,22,1.57
264,Andenes,69.3143,16.1194,269.15,93,75,8.75
265,Ancud,-41.8697,-73.8203,296.59,43,0,2.06
266,Hithadhoo,-0.6,73.0833,300.93,80,79,6.25
267,Half Moon Bay,37.4636,-122.4286,286.59,82,90,3.09
268,Juan Aldama,24.2908,-103.3944,297.02,17,0,4.22
269,San Quintín,30.4833,-115.95,287.57,74,100,5.37
270,Kisangani,0.5167,25.2,295.91,48,100,0.9
271,Kumul,42.8,93.45,273.84,79,61,2.71
272,Oistins,13.0667,-59.5333,298.15,69,40,7.2
273,Finsterwalde,51.6333,13.7167,259.6,85,75,1.03
274,Khakhea,-24.6895,23.494,295.46,71,83,2.94
275,Lima,-12.0432,-77.0282,296.6,73,0,5.14
276,Hobyo,5.3505,48.5268,297.92,72,81,9.5
277,Nuevitas,21.5453,-77.2644,299.15,69,20,5.66
278,Dikson,73.5069,80.5464,238.93,86,97,4.63
279,Cidreira,-30.1811,-50.2056,296.93,82,8,7.5
280,Morón,-34.6534,-58.6198,294.82,73,44,4.02
281,São Filipe,14.8961,-24.4956,294.39,75,94,4.19
282,Henties Bay,-22.116,14.2845,293.15,89,52,5.11
283,Takoradze,4.8845,-1.7554,300.15,85,99,4.02
284,Aldan,58.6031,125.3894,254.66,92,100,0.9
285,Umluj,25.0213,37.2685,297.9,40,73,2.15
286,Aleksandrov Gay,50.147,48.5704,260.59,95,100,8.74
287,Kutum,14.2,24.6667,287.56,35,92,4.14
288,Tiksi,71.6872,128.8694,246.56,81,100,0.83
289,Hay River,60.8156,-115.7999,245.15,76,100,8.23
290,Mâncio Lima,-7.6142,-72.8958,300.15,100,40,0.91
291,Pringsewu,-5.3582,104.9744,296.23,90,100,0.53
292,Itacoatiara,-3.1431,-58.4442,297.93,94,100,0.26
293,Dargaville,-35.9333,173.8833,295.75,79,100,3.19
294,Leningradskiy,69.3833,178.4167,240.96,83,15,4.71
295,Sokoto,13.0609,5.239,296.31,17,21,4.76
296,Oruzgan,32.8333,66.0,278.96,59,0,3.18
297,Wanaka,-44.7,169.15,285.57,62,98,0.22
298,Kuruman,-27.4524,23.4325,295.37,75,65,3.99
299,Pilar,-9.5972,-35.9567,298.15,83,0,2.06
300,Ixtapa,20.7,-105.2,296.15,73,1,5.66
301,Grand Gaube,-20.0064,57.6608,297.04,82,5,1.34
302,Okhotsk,59.3833,143.3,262.76,88,100,10.5
303,Claveria,18.6074,121.0832,296.29,84,94,8.62
304,Haimen,23.1935,116.6142,290.15,67,75,4.0
305,Airai,-8.9266,125.4092,290.93,100,99,0.93
306,Mezhdurechensk,53.6942,88.0603,256.42,91,100,2.23
307,Coyhaique,-45.5752,-72.0662,303.15,28,0,3.6
308,Saint Paul Harbor,57.79,-152.4072,274.15,86,90,1.27
309,Sechura,-5.5569,-80.8222,299.72,64,44,6.75
310,Acapulco de Juárez,16.8634,-99.8901,302.15,70,1,6.17
311,Miraflores,19.2167,-98.8083,296.39,20,75,3.09
312,Hambantota,6.1241,81.1185,296.54,74,87,8.31
313,Brufut,13.3814,-16.7518,295.15,60,99,2.06
314,Neiafu,-18.65,-173.9833,299.15,94,75,5.66
315,Gopālganj,26.4667,84.4333,285.85,77,67,1.43
316,Ambulu,-8.345,113.6058,297.95,88,98,0.85
317,Payakumbuh,-0.2202,100.6308,293.39,87,73,0.96
318,Mehamn,71.0357,27.8492,268.15,58,40,11.32
319,King City,36.2127,-121.126,285.37,8,95,7.6
320,Katangli,51.7102,143.2326,257.78,93,84,6.36
321,Coahuayana Viejo,18.7333,-103.6833,299.15,57,1,2.74
322,Dromolaxia,34.8761,33.586,287.77,94,75,1.54
323,Rosa Zarate,0.3333,-79.4667,298.68,89,93,1.62
324,Chicama,-7.8447,-79.1469,294.15,88,0,3.09
325,Malbork,54.0359,19.0266,263.15,92,90,2.06
326,Mount Isa,-20.7333,139.5,303.15,70,40,2.57
327,Arman',59.7,150.1667,263.01,87,100,8.18
328,Assiut,27.181,31.1837,288.15,47,0,1.54
329,Moche,-8.1711,-79.0092,294.15,88,42,3.09
330,Bonavista,48.6499,-53.1147,272.14,93,100,6.69
331,Province of Mantua,45.1667,10.7833,281.48,95,100,2.24
332,Thompson,55.7435,-97.8558,242.15,69,75,2.06
333,Conner,17.7964,121.3275,294.15,88,100,0.99
334,Cowra,-33.8333,148.6833,289.82,66,0,0.89
335,Grand-Lahou,5.1367,-5.0242,299.74,88,67,3.34
336,Faya,18.3851,42.4509,281.65,87,0,2.02
337,Pratāpgarh,24.0333,74.7833,289.47,32,66,1.23
338,Yeppoon,-23.1333,150.7333,300.15,54,90,5.14
339,Aklavik,68.2191,-135.0107,236.67,75,0,0.51
340,Yining,29.0361,114.5636,283.02,90,100,0.89
341,Fare,-16.7,-151.0167,301.05,72,0,5.64
342,Melfort,52.8667,-104.6177,247.15,70,100,5.66
343,Buala,-8.145,159.5921,299.55,87,75,5.46
344,Urucará,-2.5364,-57.76,298.43,92,100,0.66
345,Yaan,7.3833,8.5667,300.29,15,0,1.58
346,Saint Anthony,45.0205,-93.218,259.39,43,1,5.14
347,Iranshahr,27.2025,60.6848,284.45,42,0,0.58
348,Kisi,9.0833,3.85,297.31,17,27,0.77
349,Qandala,11.472,49.8728,296.27,54,89,1.45
350,Upernavik,72.7868,-56.1549,261.03,75,14,0.42
351,Galesong,-5.3166,119.3661,298.15,94,20,1.03
352,Capreol,46.706,-80.9225,260.24,52,20,4.12
353,Ust-Maya,60.4167,134.5333,242.05,85,20,0.88
354,Knysna,-34.0363,23.0471,293.15,83,75,1.03
355,Garden City,42.3256,-83.331,265.89,58,20,3.6
356,Fairbanks,64.8378,-147.7164,245.4,58,1,1.95
357,Itarema,-2.9248,-39.9167,298.19,89,100,1.95
358,Karratha,-20.7377,116.8463,300.53,50,3,8.03
359,Pāndhurnā,21.6,78.5167,288.78,32,21,1.76
360,Kloulklubed,7.0419,134.2556,300.15,78,75,3.6
361,Senneterre,48.3835,-77.2328,258.15,85,40,1.26
362,Beringovskiy,63.05,179.3167,250.84,90,97,5.62
363,Antofagasta,-23.65,-70.4,293.15,73,20,5.14
364,Sri Aman,1.2376,111.4621,297.1,100,100,0.46
365,Emerald,-23.5333,148.1667,298.15,69,90,5.14
366,Mandiana,10.6333,-8.6833,297.26,21,0,0.62
367,Manta,-0.95,-80.7333,298.15,94,75,2.06
368,Port Lincoln,-34.7333,135.8667,296.73,51,15,4.18
369,Aden,12.7794,45.0367,297.09,78,34,4.57
370,Praia da Vitória,38.7333,-27.0667,289.77,88,75,11.53
371,Kirakira,-10.4544,161.9205,301.64,76,96,2.51
372,Salalah,17.0151,54.0924,298.15,44,0,5.66
373,Raymond,43.9015,-70.4703,266.58,90,100,1.43
374,Sept-Îles,50.2001,-66.3821,259.86,51,20,4.63
375,Collie,-33.3667,116.15,285.93,87,54,0.89
376,Camacha,33.0833,-16.3333,289.15,88,40,2.06
377,El Tigre,8.8875,-64.2454,301.33,51,98,5.29
378,Turan,16.0678,108.2208,293.15,83,75,0.51
379,Karoi,-16.8099,29.6925,291.11,96,100,2.81
380,Colomi,-17.35,-65.8667,295.15,46,75,6.69
381,Malanje,-9.5402,16.341,292.01,95,100,3.52
382,Buta,2.7858,24.73,293.59,41,69,0.58
383,Kefamenanu,-9.4467,124.4781,296.68,85,100,0.75
384,San José de Ocoa,18.55,-70.5,292.43,1,57,2.82
385,Mae Hong Son,19.3003,97.9685,286.81,67,1,0.99
386,Itapirapuã,-15.8233,-50.6133,296.35,82,7,0.99
387,Porto Nacional,-10.7081,-48.4172,297.15,100,75,2.06
388,Gainesville,29.6516,-82.3248,293.39,83,75,2.06
389,Pakenham,-38.0667,145.4833,294.75,65,0,2.24
390,Belyy Yar,53.6039,91.3903,257.15,66,0,4.0
391,Pizarro,4.9533,-77.366,299.53,86,72,2.07
392,Igrim,63.1906,64.4162,240.43,85,47,1.78
393,Jumla,29.2747,82.1838,280.29,50,97,1.72
394,Dingle,10.9995,122.6711,296.82,92,86,1.99
395,Hornepayne,49.2138,-84.7705,251.5,88,100,0.91
396,Batagay,67.6333,134.6333,243.93,82,100,1.44
397,Killybegs,54.6333,-8.45,271.48,82,31,2.24
398,Rome,43.2128,-75.4557,268.71,80,90,2.06
399,Antibes,43.5624,7.1278,282.09,93,75,3.6
400,Homer,59.6425,-151.5483,269.37,74,90,3.6
401,Kyren,51.6828,102.1408,265.37,91,100,1.0
402,Nicoya,10.1483,-85.452,303.15,48,0,7.72
403,Moba,33.2288,105.0179,273.65,95,96,0.78
404,Mpika,-11.8343,31.4529,289.55,97,100,0.33
405,Złocieniec,53.5329,16.0113,262.59,86,34,1.66
406,Mahanoro,-19.9,48.8,298.33,86,100,2.7
407,Talaya,61.3833,152.75,252.9,89,100,4.41
408,Brae,60.3964,-1.353,273.53,84,6,2.9
409,The Valley,18.217,-63.0578,299.18,69,20,5.66
410,Santa Cruz de La Palma,28.6835,-17.7642,287.91,72,0,3.09
411,Iquitos,-3.7481,-73.2472,303.15,70,40,2.57
412,Calama,-22.4667,-68.9333,294.15,35,20,8.75
413,Vicuña,-30.0319,-70.7081,296.48,37,0,0.89
414,Monrovia,6.3005,-10.7969,298.15,100,75,3.14
415,Laguna,38.421,-121.4238,291.71,52,1,3.09
416,Kupang,-10.1667,123.5833,299.15,100,40,0.51
417,Fort Frances,48.5999,-93.4003,250.79,59,75,3.6
418,Tolmachëvo,54.9824,82.7363,254.15,71,75,6.0
419,Tandil,-37.3217,-59.1332,292.32,63,5,1.34
420,Santa Maria,-29.6842,-53.8069,296.15,73,20,4.12
421,Klaksvík,62.2266,-6.589,272.15,74,93,0.51
422,Khanbari,27.3747,87.2039,284.85,44,21,0.98
423,Sirsilla,18.3833,78.8333,288.99,32,11,1.47
424,Laas,46.6166,10.7002,273.97,86,75,1.66
425,Garoowe,8.4054,48.4845,291.54,66,95,3.93
426,Port Hardy,50.6996,-127.4199,275.15,64,75,3.09
427,Mulegé,26.8833,-111.9833,297.42,28,52,2.68
428,Muroto-misakicho,33.2833,134.15,276.15,70,20,4.63
429,Quelimane,-17.8786,36.8883,299.5,73,0,1.54
430,Sabang,5.8933,95.3214,300.85,78,2,4.5
431,Hofn,64.2539,-15.2082,273.0,94,100,4.19
432,Puerto Escondido,15.85,-97.0667,302.15,74,40,3.6
433,St Johann im Pongau,47.35,13.2,270.08,96,10,0.45
434,Matara,5.9485,80.5353,295.69,89,75,2.75
435,Stornoway,58.2093,-6.3865,273.74,60,40,5.14
436,Khandyga,62.6667,135.6,243.21,85,37,0.99
437,Peniche,39.3558,-9.3811,287.06,82,75,9.39
438,Vao,-22.6667,167.4833,298.45,82,14,5.22
439,Kreminna,49.0495,38.2179,274.84,95,100,5.07
440,Ahipara,-35.1667,173.1667,293.16,93,100,1.71
441,Viña del Mar,-33.0246,-71.5518,292.58,73,0,3.09
442,Geraldton,-28.7667,114.6,291.15,82,17,5.14
443,Cockburn Town,21.4612,-71.1419,298.42,80,29,9.02
444,Rosário do Sul,-30.2583,-54.9142,296.21,65,100,2.37
445,Khingansk,49.1167,131.1833,249.48,93,94,1.57
446,Wahiawā,21.5028,-158.0236,297.1,56,75,5.14
447,Zacualpan,21.25,-105.1667,300.15,44,1,3.09
448,Verkhnevilyuysk,63.4453,120.3167,241.74,85,2,2.85
449,Loíza,18.4313,-65.8802,298.06,69,75,2.57
450,Luján,-34.5703,-59.105,295.12,74,64,4.5
451,Kanigiri,15.4,79.5167,291.42,77,33,0.32
452,Mabaruma,8.2,-59.7833,295.83,86,68,1.52
